x0,y0,x5,y5,x6,y6,x7,y7,x8,y8,label
0.46805354952812195,0.763169527053833,0.4523158669471741,0.5703218579292297,0.4562183618545532,0.472994863986969,0.4591829478740692,0.4133438169956207,0.46298593282699585,0.36724817752838135,jump
0.4661768674850464,0.7585424184799194,0.4502093493938446,0.5712059140205383,0.44521114230155945,0.4568294882774353,0.4449777901172638,0.3910892903804779,0.44783300161361694,0.3396991789340973,jump
0.4671214818954468,0.7587782740592957,0.4504944086074829,0.5647436380386353,0.4434167444705963,0.45294320583343506,0.44175803661346436,0.3881821036338806,0.4428689181804657,0.3379310965538025,jump
0.4637604355812073,0.7549313306808472,0.4483315348625183,0.5611570477485657,0.4424102306365967,0.4512611925601959,0.4410376250743866,0.3881877362728119,0.4418860971927643,0.34089499711990356,jump
0.4659270644187927,0.7498970031738281,0.4530102014541626,0.5534780621528625,0.45232895016670227,0.4457141160964966,0.45472297072410583,0.38060200214385986,0.458243191242218,0.3290916383266449,jump
0.477821409702301,0.7509813904762268,0.46695318818092346,0.5565965175628662,0.4720447063446045,0.45095011591911316,0.47747132182121277,0.3850979208946228,0.4816973805427551,0.3349897563457489,jump
0.49135541915893555,0.7575355172157288,0.4863826334476471,0.5626475811004639,0.4957840144634247,0.46027442812919617,0.5020328164100647,0.39393675327301025,0.505835771560669,0.3436269760131836,jump
0.49852725863456726,0.7546675801277161,0.49947911500930786,0.5611201524734497,0.5082844495773315,0.45679545402526855,0.5134449601173401,0.39244943857192993,0.5182251930236816,0.3408861756324768,jump
0.508593738079071,0.7532301545143127,0.5122594833374023,0.5589814782142639,0.5239737629890442,0.45552390813827515,0.530094563961029,0.3929893970489502,0.5345577597618103,0.34328147768974304,jump
0.5193973183631897,0.7509633898735046,0.5222141742706299,0.5575238466262817,0.5362251400947571,0.45320144295692444,0.544330894947052,0.38998955488204956,0.5517366528511047,0.3390738368034363,jump
0.5247406959533691,0.7475526332855225,0.5316314697265625,0.5565927028656006,0.5460121035575867,0.44919630885124207,0.5543667674064636,0.3868296146392822,0.5620916485786438,0.3368915915489197,jump
0.5254688262939453,0.7419068813323975,0.5349888205528259,0.5480225682258606,0.5503647327423096,0.4417271316051483,0.5596259236335754,0.38142746686935425,0.5678094029426575,0.3340224027633667,jump
0.5223556160926819,0.7394375801086426,0.5320810675621033,0.5394895076751709,0.5473038554191589,0.43789178133010864,0.5570735931396484,0.3789175748825073,0.565591037273407,0.3334830105304718,jump
0.5194783210754395,0.7408763766288757,0.527173638343811,0.5409564971923828,0.5415053963661194,0.4375896155834198,0.5519072413444519,0.37898141145706177,0.5612694621086121,0.3343667685985565,jump
0.5125724077224731,0.7420237064361572,0.5198011994361877,0.5426075458526611,0.5354378819465637,0.44364744424819946,0.54502934217453,0.3848951458930969,0.5520936846733093,0.3393095135688782,jump
0.5019524097442627,0.7417179942131042,0.5074798464775085,0.5477438569068909,0.5216465592384338,0.4507330656051636,0.5298953652381897,0.3899727761745453,0.5356672406196594,0.34353211522102356,jump
0.48445960879325867,0.7274805307388306,0.4890589118003845,0.5278502702713013,0.49544045329093933,0.4326414465904236,0.5016250610351562,0.3750453591346741,0.5080227851867676,0.33273932337760925,jump
0.47917643189430237,0.7108290195465088,0.4813261926174164,0.5111038088798523,0.48433294892311096,0.419374942779541,0.4888193607330322,0.3676046133041382,0.49419182538986206,0.32923629879951477,jump
0.4740709066390991,0.7063513398170471,0.47795677185058594,0.5053750872612,0.48009228706359863,0.4192957282066345,0.4831847548484802,0.36854442954063416,0.4870479106903076,0.3308902382850647,jump
0.4560123682022095,0.7039133906364441,0.4621409773826599,0.5042669177055359,0.46543750166893005,0.4233267903327942,0.4695848226547241,0.37458765506744385,0.47378405928611755,0.33703523874282837,jump
0.44652456045150757,0.7118289470672607,0.4432846009731293,0.5112565159797668,0.44816887378692627,0.42599785327911377,0.45279359817504883,0.3759288787841797,0.4571715295314789,0.33836841583251953,jump
0.4408677816390991,0.7292343378067017,0.4312911629676819,0.5292863249778748,0.4340820014476776,0.43713507056236267,0.43889954686164856,0.38276755809783936,0.44338035583496094,0.34149760007858276,jump
0.44219884276390076,0.752813458442688,0.4260846972465515,0.5495312213897705,0.42853888869285583,0.44922855496406555,0.4318884313106537,0.39011919498443604,0.43576496839523315,0.34583598375320435,jump
